0.078,0.091
0.076,0.266
0.051,0.225
0.015,0.366
0.03,0.426
0.102,0.474
0.135,0.498
0.121,0.489
0.04,0.596
0.065,0.608
0.091,0.587
0.139,0.627
0.146,0.671
0.128,0.705
0.03,0.665
0.064,0.739
0.035,0.776
0.069,0.769
0.091,0.748
0.107,0.728
0.096,0.767
0.079,0.776
0.129,0.815
0.14,0.839
0.04,0.844
0.003,0.857
0.002,0.858
0.001,0.887
0.036,0.859
0.048,0.883
0.053,0.907
0.129,0.917
0.118,0.975
0.061,0.976
0.271,0.986
0.222,0.921
0.158,0.939
0.186,0.611
0.179,0.495
0.249,0.487
0.265,0.465
0.242,0.557
0.195,0.554
0.205,0.545
0.203,0.514
0.166,0.528
0.153,0.51
0.284,0.32
0.233,0.015
0.417,0.268
0.154,0.08
0.287,0.018
0.346,0.37
0.33,0.367
0.289,0.381
0.328,0.418
0.354,0.469
0.311,0.492
0.28,0.471
0.405,0.497
0.351,0.567
0.342,0.594
0.364,0.587
0.383,0.819
0.332,0.84
0.33,0.869
0.36,0.853
0.294,0.88
0.364,0.886
0.371,0.882
0.376,0.878
0.387,0.869
0.386,0.9
0.368,0.922
0.34,0.975
0.327,0.984
0.342,0.945
0.445,0.977
0.453,0.733
0.588,0.032
0.601,0.003
0.606,0.069
0.629,0.093
0.634,0.155
0.669,0.326
0.659,0.416
0.575,0.36
0.633,0.422
0.703,0.764
0.623,0.873
0.629,0.866
0.641,0.899
0.699,0.932
0.713,0.976
0.701,0.979
0.752,0.864
0.737,0.861
0.799,0.908
0.806,0.897
0.828,0.906
0.845,0.906
0.856,0.894
0.848,0.883
0.789,0.893
0.793,0.977
0.734,0.973
0.739,0.963
0.747,0.979
0.749,0.975
0.766,0.973
0.78,0.946
0.735,0.766
0.838,0.841
0.782,0.629
0.804,0.699
0.819,0.681
0.75,0.693
0.766,0.149
0.829,0.169
0.734,0.063
0.795,0.117
0.846,0.109
0.891,0.105
0.91,0.184
0.881,0.386
0.872,0.864
0.86,0.893
0.904,0.889
0.872,0.925
0.926,0.879
0.96,0.874
0.982,0.918
0.968,0.91
0.927,0.95
0.929,0.961
